order_id,order_date,region,category,customer_segment,is_returning_customer,quantity,unit_price,revenue,is_returned
1153,2025-02-21,West,Electronics,Enterprise,False,7,158.89,1112.23,False
1864,2025-02-21,East,Apparel,Enterprise,False,8,244.85,1958.8,False
1596,2025-02-21,East,Apparel,Mid-Market,True,3,478.83,1436.49,True
149,2025-02-21,North,Toys,SMB,True,7,229.82,1608.74,False
107,2025-02-21,South,Apparel,Mid-Market,False,6,393.2,2359.2,False
39,2025-02-22,South,Apparel,SMB,False,4,310.23,1240.92,False
309,2025-02-22,South,Toys,SMB,True,9,165.27,1487.43,False
63,2025-02-22,North,Furniture,SMB,False,7,38.7,270.9,False
1541,2025-02-22,South,Furniture,Mid-Market,False,5,488.7,2443.5,False
975,2025-02-22,North,Office Supplies,SMB,True,3,195.81,587.43,False
440,2025-02-22,East,Toys,SMB,False,7,369.66,2587.62,False
570,2025-02-22,North,Furniture,SMB,False,3,55.29,165.87,False
621,2025-02-22,East,Apparel,Enterprise,True,8,232.66,1861.28,False
165,2025-02-22,South,Electronics,SMB,True,7,53.05,371.35,False
518,2025-02-23,West,Apparel,Mid-Market,False,4,447.58,1790.32,False
592,2025-02-23,North,Apparel,SMB,True,9,223.0,2007.0,True
306,2025-02-23,North,Toys,Enterprise,False,9,119.15,1072.35,False
160,2025-02-23,East,Office Supplies,Mid-Market,True,8,155.5,1244.0,False
271,2025-02-23,East,Office Supplies,Enterprise,False,8,357.27,2858.16,False
47,2025-02-23,South,Electronics,SMB,False,2,418.8,837.6,False
212,2025-02-23,East,Apparel,Mid-Market,False,6,166.44,998.64,False
1168,2025-02-23,East,Office Supplies,SMB,False,7,360.35,2522.45,False
938,2025-02-23,North,Apparel,Enterprise,True,6,412.18,2473.08,True
1718,2025-02-24,South,Toys,SMB,False,3,485.79,1457.37,False
933,2025-02-24,South,Furniture,SMB,False,5,305.89,1529.45,False
928,2025-02-24,East,Electronics,SMB,False,6,261.56,1569.36,False
1037,2025-02-24,North,Furniture,SMB,True,5,392.28,1961.4,False
1408,2025-02-24,West,Apparel,SMB,True,8,257.58,2060.64,False
29,2025-02-24,East,Furniture,Enterprise,True,6,385.12,2310.72,False
873,2025-02-24,East,Toys,SMB,False,8,85.59,684.72,False
672,2025-02-25,North,Furniture,SMB,True,1,165.87,165.87,False
1215,2025-02-25,North,Office Supplies,SMB,True,2,221.72,443.44,False
1808,2025-02-25,North,Furniture,SMB,False,2,130.59,261.18,False
660,2025-02-25,North,Apparel,Mid-Market,False,5,213.23,1066.15,False
1069,2025-02-26,North,Furniture,SMB,False,1,454.42,454.42,False
443,2025-02-26,East,Office Supplies,Enterprise,True,9,433.74,3903.66,True
498,2025-02-27,West,Furniture,Enterprise,False,2,39.68,79.36,False
1702,2025-02-27,West,Furniture,SMB,False,4,68.23,272.92,False
491,2025-02-27,East,Toys,Mid-Market,True,2,386.6,773.2,False
272,2025-02-27,North,Furniture,Mid-Market,False,5,258.55,1292.75,True
1287,2025-02-27,South,Office Supplies,Enterprise,False,8,273.17,2185.36,False
326,2025-02-27,West,Apparel,SMB,False,9,72.62,653.58,False
331,2025-02-27,East,Electronics,Enterprise,False,2,255.8,511.6,False
302,2025-02-27,North,Office Supplies,Enterprise,True,6,422.57,2535.42,False
1309,2025-02-27,North,Electronics,SMB,False,8,153.98,1231.84,False
1155,2025-02-28,South,Office Supplies,SMB,False,1,103.0,103.0,False
1225,2025-02-28,East,Office Supplies,Enterprise,False,3,277.56,832.68,False
980,2025-02-28,South,Office Supplies,Mid-Market,False,7,184.22,1289.54,False
1224,2025-02-28,East,Apparel,SMB,False,1,342.1,342.1,False
1418,2025-02-28,North,Apparel,SMB,True,4,88.06,352.24,True
1083,2025-02-28,South,Apparel,Enterprise,True,4,54.79,219.16,False
22,2025-02-28,East,Furniture,Enterprise,False,5,383.9,1919.5,True
1503,2025-02-28,East,Furniture,SMB,True,6,402.95,2417.7,False
784,2025-03-01,North,Apparel,Enterprise,False,9,116.21,1045.89,False
310,2025-03-01,North,Office Supplies,SMB,False,7,174.41,1220.87,False
1644,2025-03-01,North,Office Supplies,SMB,False,2,248.64,497.28,False
1882,2025-03-01,East,Furniture,Enterprise,True,6,291.22,1747.32,False
1318,2025-03-01,West,Office Supplies,Enterprise,False,8,451.3,3610.4,False
1800,2025-03-01,West,Apparel,Enterprise,False,5,83.76,418.8,False
1262,2025-03-01,East,Toys,Mid-Market,False,7,142.51,997.57,False
199,2025-03-01,East,Office Supplies,SMB,True,6,202.68,1216.08,False
1055,2025-03-02,West,Apparel,SMB,True,6,494.7,2968.2,False
639,2025-03-02,East,Apparel,Enterprise,False,8,325.81,2606.48,False
1176,2025-03-02,South,Toys,Enterprise,True,9,226.74,2040.66,False
1146,2025-03-02,East,Furniture,SMB,True,3,296.89,890.67,False
663,2025-03-02,South,Office Supplies,SMB,False,4,443.11,1772.44,False
1149,2025-03-03,West,Office Supplies,Mid-Market,True,3,137.69,413.07,False
792,2025-03-03,East,Office Supplies,Mid-Market,False,2,234.46,468.92,False
743,2025-03-03,West,Toys,Enterprise,True,4,356.77,1427.08,False
1841,2025-03-03,North,Office Supplies,SMB,False,8,133.97,1071.76,False
124,2025-03-03,North,Office Supplies,Enterprise,False,4,76.26,305.04,False
87,2025-03-03,West,Furniture,SMB,False,1,87.23,87.23,False
1831,2025-03-03,South,Toys,Enterprise,False,3,103.73,311.19,False
1178,2025-03-03,East,Furniture,SMB,False,5,263.63,1318.15,False
423,2025-03-03,West,Apparel,Mid-Market,True,5,496.2,2481.0,True
104,2025-03-04,North,Office Supplies,Mid-Market,True,9,330.28,2972.52,False
559,2025-03-04,West,Toys,Enterprise,False,8,354.13,2833.04,False
879,2025-03-04,South,Furniture,Mid-Market,False,6,111.38,668.28,False
1546,2025-03-04,East,Apparel,SMB,True,9,377.5,3397.5,False
1158,2025-03-04,North,Furniture,SMB,True,2,345.88,691.76,False
1828,2025-03-04,East,Office Supplies,Enterprise,True,8,349.43,2795.44,False
896,2025-03-04,West,Toys,Mid-Market,False,6,86.56,519.36,False
905,2025-03-04,South,Apparel,Mid-Market,False,3,115.46,346.38,False
298,2025-03-04,East,Office Supplies,Mid-Market,False,2,69.67,139.34,False
803,2025-03-04,South,Apparel,SMB,False,8,450.58,3604.64,False
74,2025-03-04,East,Furniture,SMB,False,2,19.36,38.72,False
1484,2025-03-05,East,Electronics,SMB,False,2,482.25,964.5,False
1342,2025-03-05,East,Apparel,SMB,False,7,201.53,1410.71,True
1023,2025-03-05,South,Furniture,SMB,False,2,480.76,961.52,False
1135,2025-03-06,South,Toys,SMB,False,7,231.35,1619.45,False
385,2025-03-06,East,Apparel,Enterprise,False,4,21.02,84.08,False
1848,2025-03-06,North,Furniture,SMB,True,7,488.92,3422.44,False
553,2025-03-06,South,Electronics,Enterprise,False,2,336.94,673.88,False
1567,2025-03-06,North,Office Supplies,Enterprise,False,5,491.39,2456.95,False
70,2025-03-06,North,Electronics,SMB,False,8,388.35,3106.8,False
600,2025-03-07,East,Toys,SMB,False,8,468.28,3746.24,False
121,2025-03-07,North,Office Supplies,SMB,True,5,293.1,1465.5,False
1467,2025-03-07,East,Toys,Mid-Market,False,8,37.63,301.04,False
1769,2025-03-07,North,Toys,SMB,False,6,130.79,784.74,False
1743,2025-03-07,South,Furniture,Enterprise,False,9,64.68,582.12,False
1439,2025-03-07,South,Apparel,Mid-Market,False,4,114.86,459.44,False
1764,2025-03-08,South,Office Supplies,Enterprise,False,3,27.71,83.13,False
813,2025-03-08,North,Furniture,SMB,False,1,71.44,71.44,False
703,2025-03-08,North,Office Supplies,Enterprise,False,6,67.6,405.6,False
1701,2025-03-08,South,Electronics,SMB,True,8,25.35,202.8,False
942,2025-03-08,North,Apparel,SMB,False,3,135.7,407.1,False
229,2025-03-09,South,Apparel,Enterprise,True,3,291.79,875.37,False
702,2025-03-09,South,Furniture,SMB,True,4,19.67,78.68,False
1786,2025-03-09,East,Toys,SMB,False,5,378.87,1894.35,False
1676,2025-03-09,North,Furniture,SMB,True,2,206.19,412.38,False
1187,2025-03-09,North,Electronics,SMB,True,7,194.04,1358.28,False
1639,2025-03-09,South,Office Supplies,SMB,True,7,79.01,553.07,False
1041,2025-03-10,North,Apparel,Mid-Market,False,2,208.06,416.12,False
618,2025-03-10,West,Furniture,Enterprise,True,5,366.04,1830.2,False
344,2025-03-10,East,Toys,SMB,False,4,407.74,1630.96,False
352,2025-03-10,South,Apparel,SMB,False,2,165.97,331.94,False
845,2025-03-10,East,Furniture,SMB,False,2,432.53,865.06,False
1650,2025-03-10,South,Toys,SMB,False,1,175.88,175.88,False
778,2025-03-10,North,Apparel,Mid-Market,True,1,194.6,194.6,False
1542,2025-03-10,South,Electronics,SMB,True,3,89.61,268.83,False
1896,2025-03-10,North,Apparel,Enterprise,False,3,260.15,780.45,False
437,2025-03-10,North,Electronics,SMB,False,5,380.48,1902.4,False
1688,2025-03-11,West,Furniture,Mid-Market,True,3,41.81,125.43,False
723,2025-03-11,East,Apparel,SMB,False,1,192.71,192.71,False
477,2025-03-11,North,Electronics,Enterprise,True,9,412.85,3715.65,False
1615,2025-03-12,North,Apparel,Mid-Market,False,6,428.02,2568.12,False
4,2025-03-13,North,Furniture,Enterprise,False,7,10.53,73.71,False
1341,2025-03-13,East,Furniture,SMB,False,2,249.93,499.86,False
1156,2025-03-13,West,Toys,Enterprise,False,8,101.57,812.56,False
1317,2025-03-13,East,Toys,Enterprise,True,2,149.73,299.46,False
584,2025-03-13,North,Office Supplies,SMB,True,2,421.15,842.3,False
1345,2025-03-13,South,Electronics,SMB,True,5,252.66,1263.3,False
1999,2025-03-13,South,Office Supplies,Enterprise,False,6,143.59,861.54,False
1634,2025-03-13,South,Toys,SMB,False,9,481.74,4335.66,True
1384,2025-03-14,West,Office Supplies,SMB,False,2,56.87,113.74,False
1050,2025-03-14,South,Electronics,Enterprise,True,8,110.81,886.48,False
1553,2025-03-14,South,Office Supplies,Mid-Market,False,8,374.67,2997.36,False
1547,2025-03-14,East,Toys,Enterprise,True,7,145.0,1015.0,True
1767,2025-03-14,East,Toys,Enterprise,False,3,480.5,1441.5,False
1143,2025-03-14,North,Office Supplies,Mid-Market,False,6,371.58,2229.48,False
1686,2025-03-14,East,Apparel,SMB,True,2,189.69,379.38,True
654,2025-03-14,West,Electronics,SMB,True,4,206.98,827.92,False
1612,2025-03-15,South,Toys,Enterprise,False,2,486.56,973.12,False
1259,2025-03-15,West,Furniture,SMB,True,6,49.25,295.5,True
460,2025-03-15,East,Office Supplies,Mid-Market,False,3,106.44,319.32,False
883,2025-03-16,West,Toys,Enterprise,False,5,123.77,618.85,False
216,2025-03-16,South,Toys,Enterprise,False,4,344.83,1379.32,False
738,2025-03-16,West,Furniture,SMB,False,9,211.78,1906.02,False
1295,2025-03-16,North,Furniture,Enterprise,True,3,213.42,640.26,False
403,2025-03-16,South,Office Supplies,SMB,False,7,476.06,3332.42,False
601,2025-03-16,South,Apparel,Enterprise,False,6,188.85,1133.1,False
1000,2025-03-16,South,Furniture,SMB,True,6,390.25,2341.5,False
1009,2025-03-17,South,Electronics,Enterprise,False,3,156.74,470.22,False
781,2025-03-17,North,Toys,Enterprise,False,2,479.28,958.56,False
1537,2025-03-17,North,Office Supplies,Mid-Market,True,9,350.57,3155.13,False
458,2025-03-17,South,Apparel,Enterprise,True,5,44.2,221.0,True
1568,2025-03-17,West,Electronics,SMB,False,8,194.31,1554.48,False
346,2025-03-17,West,Apparel,Enterprise,False,8,140.24,1121.92,False
1357,2025-03-17,South,Furniture,Enterprise,False,6,303.43,1820.58,False
431,2025-03-17,South,Office Supplies,Mid-Market,False,1,444.62,444.62,False
1607,2025-03-18,East,Toys,Enterprise,True,3,152.81,458.43,False
1370,2025-03-18,South,Office Supplies,SMB,False,8,363.3,2906.4,False
1664,2025-03-18,North,Furniture,SMB,False,7,384.68,2692.76,False
1555,2025-03-18,East,Apparel,Mid-Market,False,1,87.69,87.69,False
1247,2025-03-18,East,Electronics,Mid-Market,False,9,317.05,2853.45,True
791,2025-03-19,West,Electronics,SMB,True,5,324.86,1624.3,False
949,2025-03-19,West,Office Supplies,SMB,False,9,462.8,4165.2,False
919,2025-03-19,West,Toys,SMB,True,4,145.59,582.36,False
676,2025-03-19,North,Toys,Mid-Market,True,6,230.72,1384.32,True
1925,2025-03-19,North,Office Supplies,SMB,True,9,151.52,1363.68,False
1663,2025-03-19,East,Office Supplies,SMB,False,8,207.11,1656.88,False
652,2025-03-19,West,Toys,SMB,False,8,268.11,2144.88,False
576,2025-03-19,South,Office Supplies,SMB,False,9,74.01,666.09,False
1785,2025-03-20,South,Office Supplies,Enterprise,False,1,137.59,137.59,False
1845,2025-03-20,South,Office Supplies,SMB,False,4,72.73,290.92,False
1286,2025-03-20,North,Apparel,SMB,True,4,104.76,419.04,False
1322,2025-03-20,North,Electronics,SMB,False,4,252.37,1009.48,False
1894,2025-03-20,East,Apparel,Enterprise,False,2,351.38,702.76,False
504,2025-03-21,South,Apparel,SMB,True,7,295.72,2070.04,False
1815,2025-03-21,North,Electronics,SMB,True,4,124.22,496.88,False
1476,2025-03-21,South,Furniture,Enterprise,True,2,369.84,739.68,False
1071,2025-03-21,South,Electronics,Enterprise,True,4,483.39,1933.56,False
1360,2025-03-21,South,Toys,SMB,False,9,84.48,760.32,False
76,2025-03-22,East,Apparel,Mid-Market,True,2,321.45,642.9,False
976,2025-03-22,South,Toys,Enterprise,False,9,238.15,2143.35,False
44,2025-03-22,North,Apparel,Mid-Market,False,7,428.04,2996.28,False
1209,2025-03-22,North,Office Supplies,Mid-Market,True,4,436.86,1747.44,False
613,2025-03-22,South,Office Supplies,Mid-Market,True,9,244.95,2204.55,False
154,2025-03-22,East,Toys,Mid-Market,False,3,36.14,108.42,False
1075,2025-03-22,North,Furniture,SMB,True,2,43.44,86.88,False
1562,2025-03-23,South,Furniture,Mid-Market,False,2,59.29,118.58,False
1244,2025-03-23,South,Electronics,SMB,False,6,314.33,1885.98,False
1867,2025-03-23,North,Toys,SMB,True,3,106.25,318.75,False
963,2025-03-23,South,Electronics,Enterprise,False,5,265.53,1327.65,False
1759,2025-03-23,East,Electronics,SMB,True,1,497.4,497.4,True
1097,2025-03-23,East,Apparel,Mid-Market,True,8,68.84,550.72,False
1414,2025-03-23,North,Furniture,Enterprise,False,2,272.34,544.68,False
545,2025-03-23,South,Toys,SMB,True,2,230.3,460.6,False
714,2025-03-24,East,Electronics,Enterprise,False,9,450.08,4050.72,False
573,2025-03-24,East,Apparel,SMB,False,1,455.66,455.66,True
1809,2025-03-24,South,Toys,Mid-Market,False,1,292.93,292.93,False
1298,2025-03-25,East,Furniture,Enterprise,True,5,240.31,1201.55,False
424,2025-03-25,East,Office Supplies,SMB,True,2,204.43,408.86,False
771,2025-03-25,East,Furniture,SMB,True,3,355.66,1066.98,False
1618,2025-03-25,East,Furniture,Mid-Market,False,9,270.32,2432.88,False
1305,2025-03-25,West,Electronics,Mid-Market,True,9,158.21,1423.89,False
1462,2025-03-25,North,Furniture,Enterprise,False,1,323.8,323.8,False
1390,2025-03-25,North,Toys,SMB,True,5,288.24,1441.2,False
1394,2025-03-25,South,Toys,SMB,True,9,35.5,319.5,False
1733,2025-03-25,West,Apparel,SMB,False,1,227.4,227.4,False
901,2025-03-25,East,Electronics,SMB,True,1,217.43,217.43,False
1668,2025-03-26,South,Furniture,SMB,False,4,270.76,1083.04,False
1578,2025-03-26,North,Furniture,SMB,False,1,398.65,398.65,False
575,2025-03-26,South,Apparel,Mid-Market,True,8,404.92,3239.36,False
958,2025-03-26,North,Electronics,SMB,True,8,448.04,3584.32,False
1527,2025-03-27,West,Electronics,SMB,True,4,368.98,1475.92,False
1971,2025-03-27,East,Electronics,SMB,False,1,127.08,127.08,False
825,2025-03-27,North,Office Supplies,Enterprise,False,3,461.03,1383.09,False
1361,2025-03-27,South,Electronics,SMB,True,8,95.35,762.8,False
349,2025-03-27,South,Office Supplies,Enterprise,True,9,136.25,1226.25,False
1838,2025-03-27,South,Office Supplies,Mid-Market,True,3,381.46,1144.38,False
695,2025-03-27,East,Toys,Mid-Market,True,4,191.33,765.32,False
1089,2025-03-27,East,Electronics,SMB,False,2,108.01,216.02,False
120,2025-03-27,West,Furniture,SMB,False,7,117.3,821.1,False
1455,2025-03-28,South,Furniture,SMB,True,4,398.06,1592.24,False
1402,2025-03-28,North,Toys,Mid-Market,False,5,33.36,166.8,False
1897,2025-03-28,North,Apparel,SMB,True,6,88.06,528.36,False
1010,2025-03-28,North,Toys,SMB,False,8,495.22,3961.76,False
932,2025-03-28,East,Apparel,Enterprise,False,2,264.09,528.18,True
1901,2025-03-28,South,Office Supplies,Mid-Market,False,4,410.07,1640.28,False
948,2025-03-29,West,Toys,Enterprise,True,2,244.97,489.94,False
10,2025-03-29,East,Office Supplies,SMB,False,4,26.68,106.72,False
1981,2025-03-29,South,Office Supplies,Enterprise,False,1,305.56,305.56,False
1355,2025-03-29,West,Office Supplies,Enterprise,True,6,198.95,1193.7,False
339,2025-03-30,North,Electronics,SMB,False,4,267.52,1070.08,False
794,2025-03-30,North,Toys,SMB,True,8,21.83,174.64,False
1186,2025-03-30,South,Apparel,SMB,False,9,190.33,1712.97,False
797,2025-03-30,West,Apparel,Mid-Market,False,2,496.76,993.52,False
1550,2025-03-30,East,Apparel,Enterprise,True,4,129.66,518.64,False
35,2025-03-30,North,Electronics,Mid-Market,False,5,118.92,594.6,False
1564,2025-03-30,West,Furniture,SMB,False,2,258.55,517.1,True
1080,2025-03-30,East,Furniture,SMB,False,7,34.04,238.28,False
528,2025-03-31,South,Furniture,Enterprise,True,7,88.45,619.15,False
1376,2025-03-31,East,Office Supplies,Mid-Market,False,8,29.59,236.72,False
1609,2025-03-31,South,Office Supplies,SMB,True,8,330.3,2642.4,False
882,2025-03-31,West,Electronics,SMB,False,4,165.7,662.8,False
395,2025-03-31,North,Apparel,Enterprise,False,8,21.85,174.8,False
1543,2025-03-31,South,Toys,SMB,False,5,304.33,1521.65,False
398,2025-03-31,North,Furniture,SMB,False,5,342.4,1712.0,False
1206,2025-03-31,East,Electronics,SMB,True,6,185.57,1113.42,False
757,2025-03-31,West,Toys,SMB,True,5,453.14,2265.7,True
481,2025-04-01,North,Furniture,SMB,False,8,253.37,2026.96,False
1362,2025-04-02,East,Office Supplies,SMB,True,1,59.24,59.24,False
863,2025-04-02,West,Office Supplies,Mid-Market,False,1,356.48,356.48,False
1223,2025-04-02,South,Electronics,Mid-Market,False,9,430.99,3878.91,False
1303,2025-04-02,West,Furniture,SMB,False,4,66.2,264.8,False
945,2025-04-02,North,Electronics,SMB,False,9,427.49,3847.41,False
325,2025-04-02,West,Office Supplies,SMB,True,2,453.12,906.24,False
643,2025-04-02,North,Office Supplies,Mid-Market,True,2,41.52,83.04,False
40,2025-04-02,West,Electronics,SMB,False,2,120.53,241.06,False
293,2025-04-02,North,Office Supplies,SMB,True,9,45.8,412.2,False
1791,2025-04-02,East,Apparel,Enterprise,True,8,276.21,2209.68,False
1835,2025-04-02,South,Electronics,SMB,False,7,413.56,2894.92,False
1423,2025-04-03,South,Furniture,SMB,False,8,196.2,1569.6,False
1477,2025-04-03,East,Toys,SMB,True,9,69.21,622.89,False
397,2025-04-03,West,Furniture,Enterprise,True,1,267.94,267.94,False
1571,2025-04-03,East,Toys,SMB,False,1,310.86,310.86,False
637,2025-04-03,West,Electronics,SMB,False,5,479.79,2398.95,False
1320,2025-04-03,South,Electronics,SMB,True,5,333.17,1665.85,False
354,2025-04-04,North,Furniture,Mid-Market,True,4,354.62,1418.48,False
776,2025-04-04,East,Toys,SMB,True,6,337.16,2022.96,False
742,2025-04-04,East,Apparel,SMB,True,8,420.49,3363.92,False
583,2025-04-05,West,Furniture,Mid-Market,True,4,499.55,1998.2,False
1980,2025-04-05,South,Electronics,SMB,False,7,426.52,2985.64,False
390,2025-04-05,West,Office Supplies,SMB,False,3,70.13,210.39,False
260,2025-04-05,South,Electronics,Enterprise,True,2,314.39,628.78,False
1346,2025-04-05,North,Office Supplies,Enterprise,False,4,144.84,579.36,False
842,2025-04-05,East,Toys,SMB,False,6,388.54,2331.24,False
777,2025-04-05,East,Toys,Mid-Market,True,8,22.87,182.96,False
631,2025-04-05,West,Electronics,Enterprise,True,4,353.0,1412.0,False
726,2025-04-05,West,Office Supplies,SMB,False,8,206.65,1653.2,False
1777,2025-04-05,North,Electronics,Mid-Market,True,9,135.13,1216.17,False
108,2025-04-06,West,Apparel,Enterprise,False,8,484.31,3874.48,False
1790,2025-04-06,East,Toys,Enterprise,False,7,278.15,1947.05,True
145,2025-04-06,South,Electronics,SMB,True,5,320.72,1603.6,False
947,2025-04-06,North,Electronics,SMB,False,3,425.14,1275.42,False
335,2025-04-06,North,Apparel,SMB,False,4,259.93,1039.72,False
1434,2025-04-06,North,Office Supplies,SMB,True,2,133.7,267.4,False
371,2025-04-06,North,Apparel,SMB,False,7,411.37,2879.59,False
1124,2025-04-06,North,Apparel,Enterprise,False,5,91.01,455.05,True
412,2025-04-06,North,Apparel,Enterprise,False,9,446.98,4022.82,False
822,2025-04-07,South,Furniture,Enterprise,True,5,214.78,1073.9,False
944,2025-04-07,West,Apparel,SMB,True,2,483.05,966.1,False
1885,2025-04-07,North,Toys,Mid-Market,False,2,358.03,716.06,False
179,2025-04-07,South,Furniture,SMB,False,7,191.26,1338.82,False
244,2025-04-07,North,Office Supplies,SMB,True,8,76.95,615.6,False
1817,2025-04-07,East,Furniture,Mid-Market,True,4,52.93,211.72,False
1557,2025-04-08,South,Office Supplies,Mid-Market,False,5,449.14,2245.7,False
1036,2025-04-08,North,Toys,Enterprise,True,7,302.96,2120.72,False
1016,2025-04-08,East,Toys,Enterprise,True,6,43.57,261.42,False
606,2025-04-08,South,Apparel,Enterprise,False,8,209.59,1676.72,False
1188,2025-04-08,North,Toys,Enterprise,True,1,489.88,489.88,False
998,2025-04-08,North,Electronics,SMB,True,5,312.19,1560.95,False
562,2025-04-08,South,Toys,Enterprise,True,6,380.66,2283.96,False
175,2025-04-08,North,Furniture,SMB,True,8,49.01,392.08,False
1106,2025-04-08,West,Electronics,Enterprise,False,8,202.85,1622.8,False
564,2025-04-09,North,Furniture,Mid-Market,False,1,283.65,283.65,False
261,2025-04-09,North,Furniture,SMB,False,5,11.73,58.65,False
410,2025-04-09,West,Furniture,SMB,True,5,196.54,982.7,False
1173,2025-04-09,North,Furniture,SMB,False,9,336.18,3025.62,False
1291,2025-04-09,East,Office Supplies,Enterprise,True,2,336.08,672.16,False
194,2025-04-09,East,Apparel,Mid-Market,False,8,320.2,2561.6,False
438,2025-04-09,East,Toys,SMB,True,5,58.08,290.4,False
1810,2025-04-09,North,Apparel,SMB,False,5,214.73,1073.65,False
256,2025-04-09,East,Apparel,Enterprise,False,9,63.54,571.86,False
207,2025-04-09,North,Furniture,SMB,False,1,122.97,122.97,False
222,2025-04-09,North,Apparel,SMB,False,7,85.66,599.62,True
89,2025-04-09,North,Apparel,Enterprise,False,8,374.07,2992.56,False
11,2025-04-10,East,Furniture,SMB,True,4,412.33,1649.32,False
429,2025-04-10,West,Office Supplies,Mid-Market,False,5,188.5,942.5,False
1643,2025-04-10,North,Electronics,Enterprise,False,3,360.4,1081.2,False
359,2025-04-10,East,Furniture,Enterprise,True,3,52.99,158.97,False
366,2025-04-10,West,Toys,Enterprise,True,9,465.11,4185.99,False
1453,2025-04-10,East,Office Supplies,SMB,True,9,32.4,291.6,False
716,2025-04-11,South,Furniture,Enterprise,False,7,277.79,1944.53,False
94,2025-04-11,South,Toys,SMB,True,2,402.38,804.76,True
1898,2025-04-11,East,Furniture,SMB,True,7,192.37,1346.59,False
1066,2025-04-11,North,Furniture,Enterprise,False,9,16.07,144.63,False
869,2025-04-11,East,Electronics,Enterprise,False,3,420.29,1260.87,False
307,2025-04-11,North,Apparel,Mid-Market,False,9,175.45,1579.05,False
383,2025-04-11,North,Apparel,Enterprise,True,3,81.09,243.27,True
152,2025-04-11,South,Apparel,Enterprise,False,9,218.04,1962.36,False
1752,2025-04-11,East,Toys,Mid-Market,True,4,396.94,1587.76,False
772,2025-04-11,South,Furniture,Enterprise,True,4,341.12,1364.48,False
1823,2025-04-11,South,Office Supplies,Enterprise,True,9,472.77,4254.93,False
1678,2025-04-12,North,Electronics,SMB,False,9,71.4,642.6,False
1708,2025-04-12,West,Office Supplies,Mid-Market,False,9,289.16,2602.44,False
1573,2025-04-12,North,Furniture,SMB,True,4,152.81,611.24,False
1351,2025-04-12,East,Furniture,SMB,True,2,239.2,478.4,False
1064,2025-04-12,North,Furniture,SMB,False,2,193.78,387.56,False
1560,2025-04-12,South,Toys,SMB,False,7,377.67,2643.69,False
1558,2025-04-12,South,Furniture,Enterprise,False,6,63.31,379.86,False
1099,2025-04-13,South,Furniture,SMB,True,7,35.37,247.59,False
1820,2025-04-13,South,Furniture,Enterprise,True,7,141.69,991.83,False
1373,2025-04-13,East,Office Supplies,Enterprise,False,9,364.26,3278.34,False
1,2025-04-13,East,Toys,Mid-Market,True,9,485.78,4372.02,False
7,2025-04-13,South,Toys,SMB,False,4,189.34,757.36,False
313,2025-04-13,South,Office Supplies,SMB,True,9,51.47,463.23,False
602,2025-04-13,South,Furniture,Enterprise,False,5,270.63,1353.15,False
798,2025-04-14,West,Furniture,SMB,True,3,342.6,1027.8,False
809,2025-04-14,South,Apparel,SMB,False,9,18.49,166.41,False
1727,2025-04-14,West,Toys,SMB,True,5,320.0,1600.0,False
808,2025-04-14,North,Furniture,SMB,False,4,120.89,483.56,False
1056,2025-04-14,East,Apparel,Enterprise,False,9,445.51,4009.59,True
855,2025-04-14,East,Electronics,SMB,True,8,346.61,2772.88,False
218,2025-04-14,North,Furniture,Mid-Market,False,2,326.07,652.14,False
858,2025-04-14,West,Apparel,SMB,False,5,224.43,1122.15,False
279,2025-04-14,North,Electronics,Enterprise,True,5,482.28,2411.4,False
1190,2025-04-15,North,Furniture,Mid-Market,False,5,139.96,699.8,False
400,2025-04-15,South,Furniture,Mid-Market,True,5,133.55,667.75,True
563,2025-04-15,East,Office Supplies,SMB,False,7,222.69,1558.83,False
1926,2025-04-15,West,Furniture,SMB,True,4,199.87,799.48,False
1435,2025-04-15,East,Electronics,SMB,False,9,193.14,1738.26,True
1876,2025-04-15,North,Apparel,SMB,True,1,93.67,93.67,False
1380,2025-04-16,South,Apparel,Mid-Market,False,6,150.58,903.48,False
48,2025-04-16,East,Office Supplies,Enterprise,True,5,161.31,806.55,False
320,2025-04-16,North,Office Supplies,Enterprise,False,7,406.11,2842.77,False
862,2025-04-16,South,Toys,Mid-Market,True,2,466.88,933.76,False
1603,2025-04-16,North,Electronics,Enterprise,False,6,72.06,432.36,False
1715,2025-04-16,West,Electronics,Enterprise,False,5,76.82,384.1,False
611,2025-04-16,West,Toys,SMB,False,7,415.69,2909.83,False
1160,2025-04-17,North,Office Supplies,SMB,False,4,70.17,280.68,False
1589,2025-04-17,East,Toys,Enterprise,True,1,234.63,234.63,False
661,2025-04-17,East,Office Supplies,SMB,True,6,429.72,2578.32,False
1486,2025-04-17,North,Office Supplies,Mid-Market,True,9,289.36,2604.24,False
3,2025-04-17,North,Apparel,Mid-Market,True,6,294.03,1764.18,False
1116,2025-04-18,South,Electronics,SMB,True,7,82.57,577.99,False
127,2025-04-18,South,Toys,Mid-Market,False,6,442.66,2655.96,False
1062,2025-04-18,West,Office Supplies,SMB,False,7,441.1,3087.7,False
1104,2025-04-18,West,Electronics,SMB,True,2,477.96,955.92,False
311,2025-04-18,South,Toys,Enterprise,False,9,175.32,1577.88,False
1494,2025-04-18,North,Furniture,Enterprise,False,5,189.87,949.35,False
1992,2025-04-18,North,Office Supplies,SMB,True,5,14.89,74.45,False
